,C3_sub_index,Lag_1_C3_sub_index,Lag_2_C3_sub_index,Lag_3_C3_sub_index,Lag_4_C3_sub_index,Lag_5_C3_sub_index,Lag_6_C3_sub_index,Lag_7_C3_sub_index,Lag_8_C3_sub_index,Lag_9_C3_sub_index,Lag_10_C3_sub_index,Lag_11_C3_sub_index,Lag_12_C3_sub_index,Lag_13_C3_sub_index,Lag_14_C3_sub_index,Lag_30_C3_sub_index
0,0.3925919478151799,0.4102979814128901,0.41884479449390394,0.4366927989548606,0.4374758786558992,0.44978626068254113,0.4115194672487457,0.4166051769729913,0.42379005180310597,0.39934139828938625,0.4165287305509075,0.4110083547645843,0.41902086211291223,0.39890257676648705,0.3821885489571167,0.21168106048907395
0,0.4051034241980451,0.43562020748421665,0.450377811667896,0.4638627939225892,0.4710995834314525,0.4950463398643379,0.48759878942182105,0.4798669724130458,0.477685323365405,0.4404412746556516,0.4537888279400216,0.4564004309748069,0.44182085037951413,0.3830931883797358,0.3660035938269317,0.021562953087815022
0,0.4265708602251766,0.44599197361530096,0.45361509953750795,0.47215979423724397,0.4737336977326143,0.44610431233815506,0.4280108124696418,0.42923564441542034,0.4341024120180745,0.41036578951992314,0.4078704239947005,0.397916289437876,0.37772985604337844,0.3446943929669921,0.3158000321912783,0.032185397272694524
0,0.4331955636758356,0.4567937744307622,0.4673021412112571,0.48683523503536885,0.4903581467498569,0.48520616692796015,0.4738742445455674,0.47821400762276695,0.46860144409107696,0.44458751085586473,0.44991818240864573,0.44367463983049565,0.42831814335347496,0.41468784146718607,0.39211619593640795,0.08358178007559915
0,0.4333436695838341,0.4352597520970684,0.4435680597432401,0.4725543333525232,0.4865269125991476,0.49936581398202023,0.46743289500146945,0.4610883000187542,0.4520854682093324,0.4390761244349909,0.4448220282010144,0.4481244089614577,0.4581588587684469,0.4331655469119821,0.39508689775049394,0.055771158621076566
0,0.44011665372961883,0.4489410475242319,0.44848161856938124,0.4572713983226777,0.46197617223790644,0.48178805434863137,0.4681953612159901,0.4603141862328951,0.46137770870480116,0.4451334334981483,0.45521588975173255,0.44986346454913995,0.41909766977662505,0.35860749694264404,0.33691826222723276,0.07041770432424414
0,0.49552373997514115,0.5018909937566853,0.51039705876757,0.5242426434926007,0.5248526249460514,0.527658225214834,0.5100818334202492,0.4960718254832628,0.5032746495196994,0.47872712920824906,0.48070950918496297,0.4714272587618718,0.4787994799214618,0.450764026579945,0.40895184234659804,0.1334977767922714
0,0.39019218212602286,0.4168624951790063,0.41721202220142933,0.4314285897159511,0.43225329475798774,0.4261561219189275,0.4078700741403675,0.4081510364101841,0.4191458307022824,0.4005459049524869,0.41621550867085483,0.42245270849767386,0.3980687792640052,0.3635231568580217,0.3519673345836608,0.02723481786864261
0,0.5471342960939058,0.5471342960939058,0.5590308284438579,0.5621574301696375,0.5631455753971852,0.5489745675133849,0.5067900096441808,0.48504342150070356,0.4818539157479583,0.440734185769887,0.4383633079453521,0.4299359950871032,0.41991862749600756,0.41111767184598724,0.38991881544265844,0.14746408079599066
0,0.40643545828424865,0.425365707115395,0.4550916720663423,0.45967973349475205,0.47072489602022355,0.47416408662129844,0.4493864843034959,0.45962021813077264,0.45962021813077264,0.4324585050030514,0.4458503169928606,0.44752307194686114,0.43848324016374246,0.41283149397963537,0.3953758710730031,0.2149363214620913
0,0.4495081213819061,0.4513866839341313,0.46156003486082214,0.46643158588257233,0.466521340025923,0.4855736924405897,0.47729240119073585,0.4705634186323176,0.4703842651842527,0.4205616912856604,0.4290902647345105,0.4228611944644092,0.4032432418199193,0.38728516182328876,0.3821078597337578,0.04140347614856476
0,0.4164797638001488,0.4273041295250964,0.44616690969772593,0.47131780515292493,0.47207987667471907,0.4624549145708915,0.44238549306603714,0.44289120973260804,0.4457429769308581,0.40115519708695424,0.4127053692993186,0.42241226866281134,0.4208450341512817,0.40628306672463893,0.3974182545580485,0.09403583352186788
0,0.4141175413500605,0.4223075908491843,0.4211952198216029,0.4526265426945069,0.4610588170536358,0.44660205938758973,0.42559784332373196,0.4135315770568124,0.4024390069456596,0.37601043494949266,0.37983676490712776,0.3678270692114862,0.3563736188876851,0.3028612404682289,0.28834074833578116,0.09680732122666069
0,0.47003833594241246,0.49343261689959683,0.49694681076761754,0.5193326354021244,0.5206441009322998,0.5524383061258713,0.5343689762971306,0.5351415204103115,0.5444744117833827,0.5098557653533993,0.5142292500367115,0.5068153065295921,0.49159465568451816,0.4405272669760766,0.4268759508547258,0.16693005693317303
0,0.42556233461695364,0.45102035850942135,0.4503788304618855,0.4557375965102549,0.4729593477582815,0.46491749047940784,0.44140774251176873,0.4385338157346618,0.4385338157346618,0.4320428677724247,0.4380612954039258,0.4392913124083685,0.46542305798669803,0.4421556959146187,0.40951342593991596,0.14988841470780598
0,0.4158484954553134,0.4360491857613431,0.44603554024511766,0.45568415767396336,0.4608949504997772,0.4578806005733271,0.45659171694798373,0.4564826488449333,0.4469185944971873,0.4224722566849669,0.42325924860966446,0.41552439140653924,0.4215516522000922,0.3952160878456894,0.38121632321889787,0.1890080845984838
0,0.3951860496873117,0.3986994596065532,0.4052629294089257,0.4344000995697862,0.4353250660110125,0.44216983461929266,0.4311659928364518,0.422467646486839,0.44826357492100055,0.4233982778208073,0.4361284196423633,0.42494383370776473,0.4184115070326745,0.41052890035191203,0.36524675117351457,0.17922925192063643
0,0.3786833870478044,0.4047203256597798,0.4222593382082032,0.42396460173034445,0.4314390884828554,0.4395459411931923,0.41590298619301663,0.39484752468327694,0.38660574521120417,0.34468239068703277,0.3619147521524253,0.36849465907820556,0.4019923394205661,0.3950595724157328,0.39269502030636866,0.1304335021476039
0,0.4504257104912508,0.46745051620831773,0.4765767135319142,0.48074222062901295,0.4900439709791593,0.5027414276593313,0.4625165781663398,0.4645656705422879,0.4628478798444292,0.439498366104409,0.4461049368190683,0.43352157341153974,0.3991651072428137,0.3637971284109577,0.3412452027537688,0.15469019103223897
0,0.4757447620070779,0.489816866264791,0.4954081145212717,0.5091505534850748,0.5184104666601174,0.5146991556806952,0.5164906589700912,0.5019497839466646,0.4953857215458737,0.47072805332809814,0.48367118657387786,0.48680829668236175,0.4967135123624244,0.43604540657223584,0.4021605033445846,0.12250762723097951
0,0.5384841944003609,0.5585553033392827,0.5618314759072718,0.5636547185695795,0.5676209532136829,0.5845064781788257,0.5735824984291922,0.5723064073017886,0.5690742468766312,0.5608903926343649,0.562018527414764,0.5591391514819761,0.5528543343171259,0.5176983491520226,0.50133759585997,0.15289909748365435
0,0.3500974639235865,0.3947457975097442,0.4168344596102343,0.4455499628327829,0.4550082835325474,0.45873115577348444,0.44467196983261614,0.4328947676798887,0.4390866135145427,0.43251813661029015,0.435799763749515,0.4412026065122299,0.4183363232927879,0.39276155807569046,0.38407035790673477,0.11710074802420246
0,0.5008434783663815,0.519093142086703,0.5234112979397968,0.5350683266188565,0.5369155017293159,0.5282339018412616,0.5139597942060584,0.5116171590841764,0.5102570586851898,0.4718625136234981,0.4762917048897168,0.47846736366289777,0.46822245930708895,0.39974945504260295,0.3682251190562693,0.011941835027209337
0,0.4722085683403658,0.4915881420571483,0.4911463569188939,0.503814048464277,0.5155592307128524,0.5321285373355868,0.4869019490165171,0.49727372494952077,0.49595318064353444,0.4619666892593067,0.4723290237992496,0.4779568251300518,0.4657004130488581,0.4468090324279429,0.4326484263551684,0.19096577557006728
0,0.3991062090471556,0.43707317651901806,0.447583062407064,0.4678176881735599,0.4944247515603979,0.4969376829762187,0.4943444558192813,0.5019655122139819,0.5095268354467711,0.4718401691246521,0.4756581795700703,0.4714371580984604,0.463585073434716,0.4226206277546804,0.40023440388837317,0.15133106356006346
0,0.40371539426361563,0.42471095013630145,0.4233400725652665,0.43139054304506075,0.4387442068925275,0.4540914607840808,0.4266948848479366,0.4266106584879194,0.43572972113820607,0.4122517518143301,0.41755302401530264,0.39698460706421895,0.38829125765928424,0.35231163348384253,0.332506667215153,0.06012533898194533
0,0.43755465754754946,0.4460695325537254,0.47123465072879905,0.47347926773150073,0.482163821560327,0.474985970589663,0.4525316845916882,0.45770983934519527,0.44928921311264003,0.431243154209971,0.44424886932211094,0.4338742733315288,0.43395271349922443,0.41161560264639957,0.4095018576916488,0.12079003762485116
0,0.47588656303345145,0.47588656303345145,0.48489947959269647,0.5031879676773185,0.5078366108673171,0.5333626437161346,0.49835989909348016,0.5023023321316241,0.5110984435230216,0.46089324514726004,0.45783891803116894,0.45628693675990956,0.45525316331556576,0.3759578625197256,0.34184953763489057,0.01916129879741255
0,0.4499730863105635,0.45349835702797464,0.48717227319813217,0.4945335620026383,0.4945335620026383,0.5008873446605804,0.48812150053877135,0.48497068685148215,0.4859789983804105,0.4539192361202345,0.45919149019763883,0.4606964027507102,0.45668449250393023,0.42741819324130614,0.4001541839435541,0.11133299965535089
0,0.44977947734050505,0.4653845268967116,0.4748032306683887,0.48960403883986103,0.49440587551324594,0.510841525732652,0.49242191752758824,0.4824951047238941,0.48883134700755526,0.4395935893427492,0.4489994899022043,0.4568942802905554,0.4546679022122453,0.43823735270343184,0.4133197112214528,0.1296470141200425
0,0.423977414295853,0.4278511291851604,0.43472788242270227,0.4381606105075325,0.44740552399924083,0.4311250480775599,0.41276080150472483,0.3986991053388224,0.40060119971176256,0.3491868559301031,0.34491879906481265,0.33776128499251223,0.35051563933894053,0.335367596114155,0.29549825498073357,-0.0064976657779728265
0,0.46594606729977045,0.4741483472668414,0.48746182687444023,0.4958239259996274,0.49661266300435775,0.4970736625068806,0.468512106650238,0.4397561551105492,0.45793357659667316,0.42972159061074333,0.43163409057739494,0.4324085329274724,0.4446389904114447,0.4265389296291945,0.4141512699606691,0.16084694754292236
0,0.520162766241964,0.5287848849222856,0.5392443423692471,0.557085154775036,0.5579663125448179,0.554344351312743,0.5394473405103453,0.5432265836429413,0.5342428652430045,0.5009524470266126,0.49992046240211807,0.47962107888762845,0.46010876480094337,0.39187725023022285,0.3749307130604819,0.05086547976043435
0,0.46375154769073873,0.4710192149301731,0.48002598711029887,0.48468702914382883,0.4868691983698551,0.502627959299858,0.49061772730355924,0.48476004672518996,0.4807463596738648,0.4744921516830144,0.47562477636760164,0.47075797423608207,0.4668778172172398,0.4338558558573662,0.3840354548690642,0.10680651553466818
