,H2_sub_index,Lag_1_H2_sub_index,Lag_2_H2_sub_index,Lag_3_H2_sub_index,Lag_4_H2_sub_index,Lag_5_H2_sub_index,Lag_6_H2_sub_index,Lag_7_H2_sub_index,Lag_8_H2_sub_index,Lag_9_H2_sub_index,Lag_10_H2_sub_index,Lag_11_H2_sub_index,Lag_12_H2_sub_index,Lag_13_H2_sub_index,Lag_14_H2_sub_index,Lag_30_H2_sub_index
0,0.5241493244384218,0.4896797102545536,0.46164434719545283,0.46546370794380204,0.458400660838729,0.4612610885617643,0.3821655375733651,0.3917059029704573,0.38803332799351264,0.3764032656687015,0.3835133257716959,0.3801859433228745,0.3921985613366896,0.34461874557123795,0.345283464997829,0.19676353501432017
0,0.4705821045311243,0.45360349583257104,0.4416831581086197,0.4462252149588913,0.4428502522652446,0.44924420726149483,0.43756252646036425,0.44820323514919774,0.4300586309912279,0.4198892212978003,0.42236133412399673,0.4096042050198338,0.41424310217058224,0.33757518619027715,0.346953916424815,0.05116985608502467
0,0.4926066060060236,0.48971631339174987,0.4788320320150281,0.4789014723009247,0.474933760536321,0.4793433338360089,0.4435669341861573,0.4542167992011497,0.44779679811804457,0.43553699594439943,0.4335473078647609,0.4247816275825619,0.4223291264982099,0.385339152166573,0.39609423144354844,0.0767803916879975
0,0.45528839315078534,0.43990826450666876,0.43990826450666876,0.44826975926052254,0.44376432339793803,0.4558438511152388,0.423173334039286,0.4226130164507045,0.41597511951916827,0.40619519155777856,0.41118737685064854,0.4156549854638699,0.4062283989998149,0.38522121321064023,0.3853445729608908,0.11132546147725333
0,0.4295071938161475,0.4178972074458142,0.4094205207045912,0.42424998733515706,0.4200823779618576,0.41741426663489833,0.38375190442703044,0.3854569884003191,0.3689197859742447,0.3492977022489122,0.35689085972838086,0.3580325258426491,0.3484022696853251,0.319876090377206,0.322294444195158,0.0655553084344847
0,0.5165858205773122,0.5080082582003848,0.4859604229160869,0.49042889594759037,0.4840622308841913,0.49467325747950347,0.4571568452850262,0.45849484688602005,0.45109295949216827,0.4461274451671098,0.4407675152380147,0.4317603589597071,0.4351791403750041,0.3484160089780967,0.3484923895372359,0.13836699424551682
0,0.4530445330621205,0.46171113221968524,0.45870796093479715,0.45906801463006813,0.4542988974242567,0.4600266779118683,0.43736700080344115,0.4338859381883758,0.42119681991568875,0.42095663846483194,0.42770296184299866,0.43463253452570993,0.42494010765719337,0.3855397603450814,0.39712414824540854,0.17337320128856856
0,0.5400562032883489,0.5272222634880136,0.5190977966123557,0.5184826650073947,0.5156301298350981,0.5164854147126947,0.4773944760974071,0.4894598139587328,0.48250087178250933,0.4778519379980359,0.4723845656674439,0.4597845804902338,0.468826198183922,0.40678399921565433,0.40675010561904545,0.10555743621218841
0,0.46395931903422144,0.45251775177212367,0.441127654838431,0.46355958305202893,0.4604540117684106,0.4647933593529503,0.37502777032647966,0.3754243544556023,0.36938934011955654,0.3618410151451947,0.36170001712642585,0.3517016606296872,0.35382132595896687,0.3067815035696177,0.31689493172109956,0.16035186161740017
0,0.49660062391959775,0.4621286308758135,0.4444918037749408,0.4441873783321623,0.4451893133075556,0.45185782689939663,0.4364259541596743,0.4467999737913601,0.44202397608394356,0.4397190932853084,0.44268552701682146,0.4274325455402968,0.43726884009447103,0.39667044204573526,0.41844419949151357,0.1692319437608387
