,H6_sub_index,Lag_1_H6_sub_index,Lag_2_H6_sub_index,Lag_3_H6_sub_index,Lag_4_H6_sub_index,Lag_5_H6_sub_index,Lag_6_H6_sub_index,Lag_7_H6_sub_index,Lag_8_H6_sub_index,Lag_9_H6_sub_index,Lag_10_H6_sub_index,Lag_11_H6_sub_index,Lag_12_H6_sub_index,Lag_13_H6_sub_index,Lag_14_H6_sub_index,Lag_30_H6_sub_index
0,0.20377529218929302,0.18504509550792955,0.18504509550792955,0.19412405028322782,0.20407967334679109,0.20407967334679109,0.14538783758476834,0.14050156365705765,0.1311798754949601,0.1311798754949601,0.12918748046234854,0.12918748046234854,0.12918748046234854,0.1136664410757432,0.10704005525160268,-0.014776220264205104
0,0.14160444996592167,0.142124611544364,0.142124611544364,0.14685575557901082,0.1567203315260523,0.1567203315260523,0.1500605255745749,0.1511146006779408,0.15156236505524712,0.15156236505524712,0.15156236505524712,0.16123162173123126,0.16123162173123126,0.12218340212688032,0.10648711653388161,-0.10503406643847847
0,0.019372838230878812,0.013243611641289609,0.013243611641289609,0.01167520072147051,0.0200166723112646,0.0200166723112646,-0.00039616401624334614,0.0029325464618766396,0.00014776060578329346,0.00014776060578329346,-0.0028004069233060415,0.0303444007858315,0.0303444007858315,0.026582217279147155,0.00974729474922831,-0.12470611711529003
0,0.05390118181669178,0.038331989636178745,0.038331989636178745,0.04589444749645955,0.05494683236288589,0.05494683236288589,0.03786620207512104,0.022143612227925255,0.02155699605169753,0.02155699605169753,0.0198409170466144,0.038519746499413254,0.038519746499413254,0.04373425067340277,0.02697033549720908,-0.10816943527425613
0,0.18277964133896055,0.17479735094458734,0.17479735094458734,0.16977979199788387,0.20913956898764127,0.20913956898764127,0.17182054540241196,0.169524762695318,0.1638758358560628,0.1638758358560628,0.1638758358560628,0.20092002329095668,0.20092002329095668,0.18775669180984322,0.18456365985647488,-0.07246145953036304
0,0.2049572747013324,0.189077525810932,0.189077525810932,0.19921096763660187,0.21885881725458023,0.21885881725458023,0.18708626658637015,0.1910972633732758,0.1910972633732758,0.1910972633732758,0.1910972633732758,0.20082673722489072,0.20082673722489072,0.1440320294804898,0.10632228584959308,-0.04534886747390673
0,0.21841912452041282,0.19617752403556293,0.19617752403556293,0.19617752403556293,0.19617752403556293,0.19617752403556293,0.16555402262443453,0.16742549347115296,0.16063713775033964,0.16063713775033964,0.16063713775033964,0.1699254372622386,0.1699254372622386,0.13788875293242306,0.1150105264546158,-0.03139547701971679
0,0.1416095973207941,0.1282393988390765,0.1282393988390765,0.13651340798625133,0.13651340798625133,0.13651340798625133,0.10027535897342299,0.09984362678501733,0.09641715488373959,0.09641715488373959,0.09337263536409016,0.11270323192082543,0.11270323192082543,0.06837854385011143,0.04664772836812808,-0.16251335378570622
0,0.16670758388225487,0.15624897476336308,0.15624897476336308,0.154711909134057,0.1638454489021174,0.1638454489021174,0.10305738862604319,0.10389574867220601,0.096633486603341,0.096633486603341,0.0951503464938165,0.10373045990758056,0.10373045990758056,0.07631645095954863,0.05762950734356776,-0.04370977053539877
0,0.2244225559881589,0.21597117708777805,0.21597117708777805,0.211820981748122,0.211820981748122,0.211820981748122,0.19956150431778527,0.19763112768415686,0.19087030947560382,0.19087030947560382,0.19087030947560382,0.19087030947560382,0.19087030947560382,0.15814244870527483,0.1480509628578345,-0.035928250936650655
0,0.12987625369629663,0.11303262708596223,0.11303262708596223,0.11554533968486844,0.11554533968486844,0.11554533968486844,0.10216588240571924,0.10919550385900323,0.09302305624993626,0.09302305624993626,0.09302305624993626,0.09302305624993626,0.09302305624993626,0.08189046048261824,0.06966617420486423,-0.12425553471823966
0,0.19154245951081803,0.19259290916243962,0.19259290916243962,0.19161159502154654,0.19161159502154654,0.19161159502154654,0.17580265370862866,0.17033581972557624,0.16314179847561164,0.16314179847561164,0.16210432978275666,0.190413042522007,0.190413042522007,0.17277914980330494,0.14890595692667646,-0.05293367537717486
0,0.1581648399744702,0.1528726720711979,0.1528726720711979,0.14854362430669216,0.15707116558292197,0.15707116558292197,0.13486366798180685,0.13782251275745414,0.13665570891287837,0.13665570891287837,0.13543708512911787,0.14384811734445363,0.14384811734445363,0.10679781770756289,0.09693603161470976,0.02154715114902408
0,0.26911938175386557,0.2663504037225746,0.2663504037225746,0.27122397003969806,0.2810600168826052,0.2810600168826052,0.2578588243641739,0.256068210981122,0.24850685802515188,0.24850685802515188,0.24775887965386809,0.24775887965386809,0.24775887965386809,0.20615500570016654,0.18925275254995116,-0.0075848217563529025
0,0.15464600609247622,0.15358544851726863,0.15358544851726863,0.15268567518146764,0.15268567518146764,0.15268567518146764,0.120360745458894,0.09904891951321501,0.09188595419538487,0.09188595419538487,0.09188595419538487,0.09188595419538487,0.09188595419538487,0.09882501362364673,0.09819309899546187,0.023747327203986222
0,0.1474936320505312,0.1327611165895264,0.1327611165895264,0.1290256631870492,0.1290256631870492,0.1290256631870492,0.13785165870283403,0.1379036089563942,0.1379036089563942,0.1379036089563942,0.1379036089563942,0.1472896986654364,0.1472896986654364,0.14077477775782107,0.1375272767501032,0.01677147063742185
0,0.20685570981047985,0.1980396954526638,0.1980396954526638,0.20360855907818068,0.20360855907818068,0.20360855907818068,0.18048826884085162,0.1739236425171853,0.16563550534722768,0.16563550534722768,0.16496488165322498,0.16496488165322498,0.16496488165322498,0.16941145134062582,0.16989704216750687,0.06225965659884419
0,0.1949555169240975,0.18106218535510044,0.18106218535510044,0.18619738148201273,0.20662158531917008,0.20662158531917008,0.1788162537450706,0.15876019377147108,0.1496980637238785,0.1496980637238785,0.14780444952391333,0.157502591556981,0.157502591556981,0.14702074935494214,0.13116120573582327,-0.00519742262482435
0,0.1940623421349333,0.19396762247894236,0.19396762247894236,0.19922822613370533,0.19922822613370533,0.19922822613370533,0.13074829829610812,0.1384787300344193,0.13756925235078415,0.13756925235078415,0.13688973787225378,0.13688973787225378,0.13688973787225378,0.10854818290670433,0.1135733944039849,0.06958295561817363
0,0.20627656074032347,0.19726663144875764,0.19726663144875764,0.20122229741331052,0.2105188242610097,0.2105188242610097,0.20215299259472078,0.1821264987792902,0.18224698952977203,0.18224698952977203,0.18113178043949305,0.18113178043949305,0.18113178043949305,0.11722192110320144,0.10880210213770318,-0.022223054671101944
