,E2_sub_index,Lag_1_E2_sub_index,Lag_2_E2_sub_index,Lag_3_E2_sub_index,Lag_4_E2_sub_index,Lag_5_E2_sub_index,Lag_6_E2_sub_index,Lag_7_E2_sub_index,Lag_8_E2_sub_index,Lag_9_E2_sub_index,Lag_10_E2_sub_index,Lag_11_E2_sub_index,Lag_12_E2_sub_index,Lag_13_E2_sub_index,Lag_14_E2_sub_index,Lag_30_E2_sub_index
0,0.2846378225290848,0.2733459992137412,0.29855356797453364,0.26974834672004044,0.2512826308864584,0.25527883427291653,0.18967389005980398,0.18520134369937813,0.18768059886830454,0.19652956781238717,0.19143296010445718,0.18347926669786574,0.18892340481265577,0.14404141047933794,0.15445296176548207,0.00313027950581396
0,0.3270362951728515,0.2996001175838815,0.30290844055770916,0.2879284983522933,0.27368659225489267,0.2827754387615555,0.2317188428467093,0.20533958922310014,0.198046210263015,0.194772584589563,0.194772584589563,0.1938463067875593,0.20021923225604635,0.1302348650704497,0.10592804835242081,-0.16910594305295001
0,0.27197143248858263,0.2841484601605999,0.2938851991778339,0.2865491885163556,0.2821274168817234,0.28258871021879656,0.21433383857139063,0.20748962690041065,0.20229379472411624,0.22532355592854655,0.2223692938646975,0.2152851396653001,0.22049736868858388,0.1530543991397098,0.12074364114237883,-0.1754142516185248
0,0.34766980099093386,0.3374643552252444,0.35393472515960117,0.35393472515960117,0.3456817646177528,0.3508518113970487,0.2920443920212708,0.281067777900211,0.26768535502781954,0.26502912156583697,0.26502912156583697,0.2642927723332067,0.2654636034404073,0.23177210488408778,0.19754897335276378,-0.10870042386148368
0,0.32760511556719646,0.31525575784392346,0.3087994030914397,0.3013579111269467,0.29340189554076673,0.3096618169186236,0.23150959499395637,0.24751808001066467,0.23032232220122612,0.25092584832351966,0.25092584832351966,0.23682139856523074,0.2411995126557024,0.1806373393210987,0.17225079461069334,-0.12491781319550224
0,0.31836089803162015,0.3197331999767074,0.3245184813313093,0.3173139762500739,0.29567514686977664,0.2992230208813708,0.22725711508730798,0.2260248568100023,0.21581974121767228,0.23904249163673308,0.23758666765434744,0.230380329040262,0.23639065092193925,0.14207906209623145,0.11857824403445384,-0.12093773354039151
0,0.3008159554148805,0.29845442483351414,0.3031963640130853,0.2961065813769388,0.29001195996088425,0.29419669511502256,0.2559822525084756,0.24172241770524766,0.23595145711372087,0.2580474336865386,0.2567383039268576,0.25003200350959054,0.2486837225756453,0.14376138584629786,0.12849909499983037,-0.08125913586446064
0,0.32743697806197886,0.3353868974686276,0.3566149890594106,0.34968810623434377,0.33336275004709526,0.3349277700400315,0.263325976197832,0.26767281118001074,0.2635017947549986,0.2820406497606599,0.28077439752887573,0.26807103117809156,0.27389214635485937,0.21010615557246526,0.19202995478382479,-0.15042851683595831
0,0.2889459225270541,0.28618106300885077,0.2969462722002067,0.2897556160983461,0.2749093042289156,0.27625712064905383,0.19572934687343901,0.16139969994286188,0.1634649534752317,0.1616986418375183,0.15785416767061008,0.14418930255826945,0.1452712713465665,0.09248766016669858,0.09423680237009757,-0.06391163168064995
0,0.30287534078170836,0.3000559713086343,0.3210082752525968,0.306628520876466,0.29430341177561364,0.3084443673455781,0.27746823827547423,0.2791238205058395,0.2624033454408322,0.2624033454408322,0.2624033454408322,0.25479388698837385,0.25779332581442904,0.22175281234978472,0.20474179843845045,-0.08017872075208216
0,0.2927253005245533,0.2949039662279591,0.28870439307360296,0.28136930637012736,0.2608761578779492,0.25929061465897785,0.21963557757108948,0.20293099791099278,0.20554417930951935,0.2284827369909641,0.2284827369909641,0.18533533294890991,0.1884774474078978,0.1339670729409287,0.1316509675950493,-0.08843860313072209
0,0.32876620281422486,0.31960087517600516,0.3133760325547367,0.3133760325547367,0.3098426024698599,0.3142977001212638,0.2862080940301591,0.2874848888643896,0.28640689065217456,0.30974651678612325,0.30974651678612325,0.2957541596001459,0.3124975460576448,0.2518508543978826,0.2303350207584034,-0.031128712545730644
0,0.30538908343727544,0.2923151069171183,0.3123260634294445,0.3123260634294445,0.30581437705394715,0.31498013617086185,0.26289189502207927,0.2582704784880876,0.2555833128640933,0.2740732974473262,0.27279700719898664,0.2372725873661641,0.2418393558503589,0.1686055432332421,0.12258163028952687,-0.08062325045193165
0,0.34259579902376996,0.32148533300257487,0.32512095891209203,0.31796953548490525,0.30804474545508237,0.30804474545508237,0.26756954290929824,0.2693005908636711,0.26824110826121583,0.27653540089533235,0.27283668601134925,0.26531483743973766,0.2678674424946898,0.1893363100361155,0.17249654748201776,-0.06441065997541914
0,0.27368684341441984,0.25936932330393264,0.2743692734126012,0.2670022557680516,0.24267802534604935,0.2596080513822523,0.2077628604094793,0.2185836709576262,0.219998527872242,0.2184367480628879,0.2184367480628879,0.19729922847918613,0.20539472222386507,0.13367294192531487,0.1368016429953949,-0.06959080272269644
0,0.30420215058850303,0.29593236084267927,0.30044042750783545,0.2860292249872717,0.27557387440383435,0.2791419966233488,0.26681003912397955,0.23449729739567998,0.22778607507117618,0.22619824059357654,0.22311704664504564,0.21512543583790042,0.21732828081264888,0.16280994140885546,0.13293704955211655,-0.028730050520294655
0,0.3492618382829262,0.3287646473926313,0.3392179711631004,0.3392179711631004,0.30507450301752537,0.305457542894129,0.2863242379239153,0.2554305978144023,0.24763249205321045,0.2719113780455528,0.2719113780455528,0.2704779580928858,0.2720455555417564,0.2567407814997389,0.2425544176408237,0.050807815590807916
0,0.2634181746573106,0.27016286627371505,0.29681872293900186,0.28942500405365207,0.2805712937622346,0.2893907001589649,0.24217328233310176,0.24247782243514826,0.21926751379730158,0.22919171295113214,0.22779461665078604,0.21387407945277986,0.22640513153830416,0.17817060554017397,0.16642803683676138,-0.018213106023989463
0,0.225960543369384,0.22294626706823603,0.21691999431382422,0.21691999431382422,0.21389570707530367,0.22326906377769543,0.1460490403731075,0.13901444430253057,0.13014809166673688,0.1501184948099147,0.14798939341149725,0.14531734061965285,0.14531734061965285,0.11527836092808712,0.08786674660787477,-0.03230936220731095
0,0.40201717444950774,0.37798804812483994,0.3664518079970861,0.35952502553236126,0.3444516559342843,0.3530906110978075,0.324435092754198,0.29924374617406735,0.31095893719476253,0.30821519730419134,0.30597016361370283,0.28493190607619856,0.2945705411740697,0.15211879216760507,0.1252879650679086,-0.085670038500307
0,0.4143396188410529,0.40653912935263503,0.41840562354107613,0.4116728182497607,0.393334140335254,0.4007199165276738,0.3614479496482545,0.34668916074204476,0.3406714825673643,0.33952910068149644,0.3387450755518415,0.33227335514491985,0.33795280340371636,0.2685375839329371,0.22508427542381962,-0.01639726729181693
0,0.26890820801166937,0.26594525244025485,0.29948216815350476,0.29948216815350476,0.289514944489354,0.29616604163050564,0.27386390154484397,0.2589464698826663,0.23728918659308063,0.2461469096833462,0.2461469096833462,0.2298532632767872,0.2386090760096402,0.2024165461719295,0.18750532634645894,-0.10866882008759197
